fonte,tipo_fonte,issn,isbn,ano,indexado,metodo
2019 International Multidisciplinary Information Technology and Engineering Conference (IMITEC),conferencia,,978-1-7281-0040-1,2019,True,ISBN
"2025 International Conference on Intelligent and Innovative Technologies in Computing, Electrical and Electronics (IITCEE)",conferencia,,979-8-3315-1591-1,2025,True,ISBN
"2025 IEEE 36th International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC)",conferencia,2166-9589,979-8-3503-6323-4,2025,True,ISBN
2024 International Conference on Information Management and Technology (ICIMTech),conferencia,2837-2778,979-8-3503-9002-5,2024,True,ISBN
2025 4th International Conference on Innovative Mechanisms for Industry Applications (ICIMIA),conferencia,,979-8-3315-5386-9,2025,True,ISBN
2024 International Conference on Progressive Innovations in Intelligent Systems and Data Science (ICPIDS),conferencia,,979-8-3315-3469-1,2024,True,ISBN
2024 International Conference on Information Technology Research and Innovation (ICITRI),conferencia,,979-8-3503-7621-0,2024,True,ISBN
"2015 6th International Conference on Information, Intelligence, Systems and Applications (IISA)",conferencia,,978-1-4673-9311-9,2015,True,ISBN
2025 IEEE International Conference on Digital Health (ICDH),conferencia,,979-8-3315-5561-0,2025,True,ISBN
2024 IEEE 9th International Conference on Engineering Technologies and Applied Sciences (ICETAS),conferencia,2769-4518,979-8-3503-6314-2,2024,True,ISBN
2025 International Conference on Electromechanical and Energy Systems (SIELMEN),conferencia,,979-8-3315-8511-2,2025,True,ISBN
2025 International Conference on Advanced Computing and Intelligent Robotics Applications (ACIRA),conferencia,,979-8-3315-5742-3,2025,True,ISBN
2024 7th International Conference on Software and System Engineering (ICoSSE),conferencia,,979-8-3503-8659-2,2024,True,ISBN
2025 21st International Conference on Distributed Computing in Smart Systems and the Internet of Things (DCOSS-IoT),conferencia,2325-2944,979-8-3315-4372-3,2025,True,ISBN
2025 International Conference on INnovations in Intelligent SysTems and Applications (INISTA),conferencia,2768-7295,979-8-3315-7024-8,2025,True,ISBN
2025 7th International Conference on Intelligent Sustainable Systems (ICISS),conferencia,,979-8-3315-2243-8,2025,True,ISBN
2019 International Conference on Content-Based Multimedia Indexing (CBMI),conferencia,1949-3991,978-1-7281-4673-7,2019,True,ISBN
International Conference on Computer Vision and Internet of Things 2023 (ICCVIoT'23),conferencia,,978-1-83953-999-2,2023,False,
2024 9th International Conference on Computer Science and Engineering (UBMK),conferencia,2521-1641,979-8-3503-6588-7,2024,True,ISBN
2024 8th International Symposium on Multidisciplinary Studies and Innovative Technologies (ISMSIT),conferencia,2770-7962,979-8-3503-5442-3,2024,True,ISBN
2024 4th International Conference on Technological Advancements in Computational Sciences (ICTACS),conferencia,,979-8-3503-8749-0,2024,True,ISBN
IEEE Transactions on Learning Technologies,periodico,1939-1382,,2025,True,ISSN
2025 IEEE 11th Information Technology International Seminar (ITIS),conferencia,,979-8-3315-8995-0,2025,True,ISBN
"2021 4th International Conference on Energy, Electrical and Power Engineering (CEEPE)",conferencia,,978-1-6654-3363-1,2021,True,ISBN
Parul University International Conference on Engineering and Technology 2025 (PiCET 2025),conferencia,,978-1-83724-334-1,2025,True,ISBN
2016 Eighth International Conference on Ubiquitous and Future Networks (ICUFN),conferencia,2165-8536,978-1-4673-9991-3,2016,True,ISBN
IEEE Open Journal of the Communications Society,periodico,2644-125X,,2025,True,ISSN
2024 IEEE 9th International Conference for Convergence in Technology (I2CT),conferencia,,979-8-3503-9447-4,2024,True,ISBN
"2024 IEEE 4th International Conference on Electronic Technology, Communication and Information (ICETCI)",conferencia,,979-8-3503-6164-3,2024,True,ISBN
"2023 IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies (CHILECON)",conferencia,2832-1537,979-8-3503-6953-3,2023,True,ISBN
2025 Artificial Intelligence and Smart Technologies for Sustainability Conference (AISTS),conferencia,,979-8-3315-9852-5,2025,True,ISBN
IEEE Transactions on Mobile Computing,periodico,1558-0660,,2024,True,ISSN
"2025 Design, Automation & Test in Europe Conference (DATE)",conferencia,1558-1101,978-3-9826741-0-0,2025,True,ISBN
2016 6th International Conference on IT Convergence and Security (ICITCS),conferencia,,978-1-5090-3765-0,2016,True,TITULO_FUZZY_ANO(97)
2010 The 2nd Conference on Environmental Science and Information Application Technology,conferencia,,978-1-4244-7390-8,2010,False,
2014 1st International Conference on Information and Communication Technologies for Disaster Management (ICT-DM),conferencia,,978-1-4799-4767-6,2014,True,ISBN
IEEE/AFCEA EUROCOMM 2000. Information Systems for Enhanced Public Safety and Security (Cat. No.00EX405),conferencia,,0-7803-6323-X,2000,False,
2020 IEEE 23rd International Conference on Information Fusion (FUSION),conferencia,,978-0-578-64709-8,2020,True,ISBN
2012 International Conference on Industrial Control and Electronics Engineering,conferencia,,978-1-4673-1450-3,2012,False,
2006 9th International Conference on Information Fusion,conferencia,,1-4244-0953-5,2006,False,
2005 7th International Conference on Information Fusion,conferencia,,0-7803-9286-8,2005,False,
"2024 International Conference on Intelligent Communication, Sensing and Electromagnetics (ICSE)",conferencia,,979-8-3503-5493-5,2024,True,ISBN
MILCOM 2009 - 2009 IEEE Military Communications Conference,conferencia,2155-7586,978-1-4244-5238-5,2009,True,ISSN_SERIE
"2012 8th International Conference on Wireless Communications, Networking and Mobile Computing",conferencia,2161-9654,978-1-61284-683-5,2012,True,ISSN_SERIE
2008 IEEE Pacific-Asia Workshop on Computational Intelligence and Industrial Application,conferencia,,978-0-7695-3490-9,2008,False,
2007 10th International Conference on Information Fusion,conferencia,,978-0-662-45804-3,2007,False,
"SMC'03 Conference Proceedings. 2003 IEEE International Conference on Systems, Man and Cybernetics. Conference Theme - System Security and Assurance (Cat. No.03CH37483)",conferencia,1062-922X,0-7803-7952-7,2003,True,ISSN_SERIE
MILCOM 2017 - 2017 IEEE Military Communications Conference (MILCOM),conferencia,2155-7586,978-1-5386-0595-0,2017,True,ISBN
2013 13th International Conference on Intellient Systems Design and Applications,conferencia,2164-7151,978-1-4799-3516-1,2013,True,ISBN
2018 IEEE International Conference on Big Data (Big Data),conferencia,,978-1-5386-5035-6,2018,True,ISBN
2015 8th International Conference on Biomedical Engineering and Informatics (BMEI),conferencia,,978-1-5090-0022-7,2015,True,ISBN
2025 IEEE International systems Conference (SysCon),conferencia,2472-9647,979-8-3315-0818-0,2025,True,ISBN
"2022 45th Jubilee International Convention on Information, Communication and Electronic Technology (MIPRO)",conferencia,2623-8764,978-953-233-103-5,2022,True,ISBN
2020 Annual Reliability and Maintainability Symposium (RAMS),conferencia,2577-0993,978-1-7281-3690-5,2020,False,
2023 International Conference on Military Communications and Information Systems (ICMCIS),conferencia,,979-8-3503-4385-4,2023,True,ISBN
2024 4th Asia-Pacific Conference on Communications Technology and Computer Science (ACCTCS),conferencia,,979-8-3503-5998-5,2024,True,ISBN
"2016 IEEE 2nd International Conference on Big Data Security on Cloud (BigDataSecurity), IEEE International Conference on High Performance and Smart Computing (HPSC), and IEEE International Conference on Intelligent Data and Security (IDS)",conferencia,,978-1-5090-2403-2,2016,False,
"2022 IEEE 24th Int Conf on High Performance Computing & Communications; 8th Int Conf on Data Science & Systems; 20th Int Conf on Smart City; 8th Int Conf on Dependability in Sensor, Cloud & Big Data Systems & Application (HPCC/DSS/SmartCity/DependSys)",conferencia,,979-8-3503-1993-4,2022,True,ISBN
IEEE Transactions on Computational Social Systems,periodico,2329-924X,,2023,True,ISSN
2020 International Symposium on Community-centric Systems (CcS),conferencia,,978-1-7281-8741-9,2020,True,ISBN
2021 Eighth International Conference on eDemocracy & eGovernment (ICEDEG),conferencia,2573-1998,978-1-6654-2512-4,2021,False,
2016 16th International Symposium on Communications and Information Technologies (ISCIT),conferencia,,978-1-5090-4099-5,2016,True,ISBN
"2019 IEEE International Conference on Smart Manufacturing, Industrial & Logistics Engineering (SMILE)",conferencia,,978-1-5386-7998-2,2019,True,ISBN
2016 SAI Computing Conference (SAI),conferencia,,978-1-4673-8460-5,2016,True,ISBN
"2017 International Conference on Engineering, Technology and Innovation (ICE/ITMC)",conferencia,,978-1-5386-0774-9,2017,True,ISBN
"2018 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computing, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)",conferencia,,978-1-5386-9380-3,2018,True,ISBN
2019 1st International Informatics and Software Engineering Conference (UBMYK),conferencia,,978-1-7281-3992-0,2019,True,ISBN
2020 IEEE International Conference on Big Data (Big Data),conferencia,,978-1-7281-6251-5,2020,True,ISBN
"2015 Integrated Communication, Navigation and Surveillance Conference (ICNS)",conferencia,2155-4951,978-1-4799-8952-2,2015,True,ISBN
2015 9th International Conference on Application of Information and Communication Technologies (AICT),conferencia,,978-1-4673-6856-8,2015,False,
2016 IEEE International Conference on Healthcare Informatics (ICHI),conferencia,,978-1-5090-6117-4,2016,True,ISBN
2018 IEEE 8th Annual Computing and Communication Workshop and Conference (CCWC),conferencia,,978-1-5386-4649-6,2018,True,ISBN
2022 5th International Conference on Data Science and Information Technology (DSIT),conferencia,,978-1-6654-9868-5,2022,True,ISBN
2017 3rd International Conference on Applied and Theoretical Computing and Communication Technology (iCATccT),conferencia,,978-1-5386-1144-9,2017,True,ISBN
"2023 IEEE 22nd International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)",conferencia,2324-9013,979-8-3503-8199-3,2023,True,ISBN
"2019 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computing, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)",conferencia,,978-1-7281-4034-6,2019,True,ISBN
2023 International Conference on Self Sustainable Artificial Intelligence Systems (ICSSAS),conferencia,,979-8-3503-0085-7,2023,True,ISBN
2016 IEEE 3rd International Conference on Cyber Security and Cloud Computing (CSCloud),conferencia,,978-1-5090-0946-6,2016,False,
2023 IEEE International Conference on Big Data (BigData),conferencia,,979-8-3503-2445-7,2023,True,ISBN
IEEE Transactions on Knowledge and Data Engineering,periodico,1558-2191,,2023,True,ISSN
OCEANS 2021: San Diego – Porto,conferencia,0197-7385,978-0-692-93559-0,2021,True,ISBN
2016 13th International Joint Conference on Computer Science and Software Engineering (JCSSE),conferencia,,978-1-5090-2033-1,2016,True,ISBN
2016 IEEE/ACM 2nd International Workshop on Big Data Software Engineering (BIGDSE),conferencia,,978-1-4503-4152-3,2016,True,ISBN
2024 International Conference on Ubiquitous Computing and Communications (IUCC),conferencia,,979-8-3315-1199-9,2024,True,ISBN
2018 12th International Conference on Research Challenges in Information Science (RCIS),conferencia,2151-1357,978-1-5386-6517-6,2018,True,ISBN
2023 International Conference on Cyberworlds (CW),conferencia,2642-3596,979-8-3503-1565-3,2023,True,ISBN
2021 17th International Conference on Network and Service Management (CNSM),conferencia,2165-963X,978-3-903176-36-2,2021,True,ISBN
2023 International Russian Smart Industry Conference (SmartIndustryCon),conferencia,,978-1-6654-6429-1,2023,True,ISBN
2011 IEEE 15th International Enterprise Distributed Object Computing Conference Workshops,conferencia,2325-6605,978-0-7695-4426-7,2011,False,
2019 IEEE International Conference on Pervasive Computing and Communications Workshops (PerCom Workshops),conferencia,,978-1-5386-9151-9,2019,True,ISBN
2016 Eighth International Conference on Knowledge and Systems Engineering (KSE),conferencia,,978-1-4673-8929-7,2016,True,ISBN
2013 IEEE 14th International Conference on Mobile Data Management,conferencia,2375-0324,978-0-7695-4973-6,2013,False,
2025 IEEE 41st International Conference on Data Engineering (ICDE),conferencia,2375-026X,979-8-3315-3603-9,2025,True,ISBN
"2020 IEEE International IOT, Electronics and Mechatronics Conference (IEMTRONICS)",conferencia,,978-1-7281-9615-2,2020,True,ISBN
2023 Belarusian-Ural-Siberian Smart Energy Conference (BUSSEC),conferencia,,979-8-3503-5807-0,2023,True,ISBN
Journal of Optical Communications and Networking,periodico,1943-0639,,2022,True,ISSN
2014 IEEE 15th International Conference on Mobile Data Management,conferencia,2375-0324,978-1-4799-5705-7,2014,True,ISBN
2007 IEEE International Conference on Multimedia and Expo,conferencia,1945-788X,1-4244-1016-9,2007,True,ISSN_SERIE
"2021 IEEE International Conference on Electronics, Computing and Communication Technologies (CONECCT)",conferencia,2766-2101,978-1-6654-2849-1,2021,True,ISBN
"2025 3rd International Conference on Advancements in Electrical, Electronics, Communication, Computing and Automation (ICAECA)",conferencia,,979-8-3315-2543-9,2025,True,ISBN
2009 Annual International Conference of the IEEE Engineering in Medicine and Biology Society,conferencia,1558-4615,978-1-4244-3296-7,2009,False,
Proceedings 2001 International Conference on Image Processing (Cat. No.01CH37205),conferencia,,0-7803-6725-1,2001,False,
2021 4th International Conference on Computing and Communications Technologies (ICCCT),conferencia,,978-1-6654-1447-0,2021,True,ISBN
2012 IEEE International Multi-Disciplinary Conference on Cognitive Methods in Situation Awareness and Decision Support,conferencia,2379-1675,978-1-4673-0345-3,2012,False,
2010 11th International Conference on Control Automation Robotics & Vision,conferencia,,978-1-4244-7815-6,2010,False,
2020 IEEE Aerospace Conference,conferencia,1095-323X,978-1-7281-2734-7,2020,True,ISBN
"2024 Integrated Communications, Navigation and Surveillance Conference (ICNS)",conferencia,2155-4951,979-8-3503-9309-5,2024,True,ISBN
2009 International Symposium on Collaborative Technologies and Systems,conferencia,,978-1-4244-4584-4,2009,False,
"Proceedings of 2001 International Symposium on Intelligent Multimedia, Video and Speech Processing. ISIMP 2001 (IEEE Cat. No.01EX489)",conferencia,,962-85766-2-3,2001,False,
2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),conferencia,2153-0866,979-8-3503-7770-5,2024,True,ISBN
"2010 International Conference on Complex, Intelligent and Software Intensive Systems",conferencia,,978-1-4244-5918-6,2010,False,
"2025 IEEE 2nd International Conference on Computing, Applications and Systems (COMPAS)",conferencia,,979-8-3315-5525-2,2025,True,ISBN
2012 IEEE Applied Imagery Pattern Recognition Workshop (AIPR),conferencia,1550-5219,978-1-4673-4559-0,2012,False,
IEEE Transactions on Nuclear Science,periodico,1558-1578,,2021,True,ISSN
2010 Fifth International Conference on Systems,conferencia,,978-1-4244-6232-2,2010,False,
"2008 The Second International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",conferencia,,978-0-7695-3367-4,2008,False,
"2016 IEEE International Conferences on Big Data and Cloud Computing (BDCloud), Social Computing and Networking (SocialCom), Sustainable Computing and Communications (SustainCom) (BDCloud-SocialCom-SustainCom)",conferencia,,978-1-5090-3936-4,2016,True,ISBN
2025 3rd International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),conferencia,,979-8-3315-1250-7,2025,True,ISBN
2011 IEEE Seventh International Conference on e-Science Workshops,conferencia,,978-1-4673-0026-1,2011,False,
2009 IEEE International Conference on Communications,conferencia,1938-1883,978-1-4244-3435-0,2009,False,
2025 IEEE 22nd India Council International Conference (INDICON),conferencia,2325-9418,979-8-3315-9031-4,2025,True,ISBN
"8th International Conference on Collaborative Computing: Networking, Applications and Worksharing (CollaborateCom)",conferencia,,978-1-4673-2740-4,2012,False,
"2023 Design, Automation & Test in Europe Conference & Exhibition (DATE)",conferencia,1558-1101,979-8-3503-9624-9,2023,False,
NAECON 2018 - IEEE National Aerospace and Electronics Conference,conferencia,2379-2027,978-1-5386-6557-2,2018,True,ISBN
2020 8th International Symposium on Digital Forensics and Security (ISDFS),conferencia,,978-1-7281-6939-2,2020,True,ISBN
"2013 IEEE 11th International Conference on Dependable, Autonomic and Secure Computing",conferencia,,978-1-4799-3381-5,2013,True,ISBN
2022 8th International Conference on Big Data and Information Analytics (BigDIA),conferencia,2771-6902,978-1-6654-8796-2,2022,True,ISBN
IEEE Intelligent Systems,periodico,1941-1294,,2014,True,ISSN
2022 8th International Conference on Advanced Computing and Communication Systems (ICACCS),conferencia,2575-7288,978-1-6654-0816-5,2022,True,ISBN
2021 IEEE International Conference on Big Data and Smart Computing (BigComp),conferencia,2375-9356,978-1-7281-8924-6,2021,True,ISBN
"2021 3rd International Congress on Human-Computer Interaction, Optimization and Robotic Applications (HORA)",conferencia,,978-1-6654-4058-5,2021,True,ISBN
2025 10th International Conference on Big Data Analytics (ICBDA),conferencia,2832-3734,979-8-3315-0393-2,2025,True,ISBN
2024 35th Annual SEMI Advanced Semiconductor Manufacturing Conference (ASMC),conferencia,2376-6697,979-8-3503-8455-0,2024,True,ISBN
2019 IEEE 35th International Conference on Data Engineering Workshops (ICDEW),conferencia,2473-3490,978-1-7281-0890-2,2019,True,ISBN
"2015 IEEE International Conference on Cyber Technology in Automation, Control, and Intelligent Systems (CYBER)",conferencia,,978-1-4799-8730-6,2015,True,TITULO_FUZZY_ANO(95)
2015 IEEE Frontiers in Education Conference (FIE),conferencia,,978-1-4799-8454-1,2015,False,
2018 5th Asia-Pacific World Congress on Computer Science and Engineering (APWC on CSE),conferencia,,978-1-7281-1390-6,2018,True,ISBN
2022 13th International Conference on Computing Communication and Networking Technologies (ICCCNT),conferencia,,978-1-6654-5262-5,2022,True,ISBN
2023 2nd International Conference on Artificial Intelligence and Autonomous Robot Systems (AIARS),conferencia,,979-8-3503-2435-8,2023,True,ISBN
2024 9th International Conference on Electronic Technology and Information Science (ICETIS),conferencia,,979-8-3503-8834-3,2024,True,ISBN
2020 International Conference on Development and Application Systems (DAS),conferencia,,978-1-7281-6870-8,2020,True,ISBN
"2021 44th International Convention on Information, Communication and Electronic Technology (MIPRO)",conferencia,2623-8764,978-953-233-101-1,2021,True,ISBN
2023 Innovations in Intelligent Systems and Applications Conference (ASYU),conferencia,2770-7946,979-8-3503-0659-0,2023,True,ISBN
2021 IEEE Power & Energy Society Innovative Smart Grid Technologies Conference (ISGT),conferencia,2472-8152,978-1-7281-8897-3,2021,True,ISBN
"2016 8th IFIP International Conference on New Technologies, Mobility and Security (NTMS)",conferencia,2157-4960,978-1-5090-2914-3,2016,True,ISBN
"2023 5th International Conference on Machine Learning, Big Data and Business Intelligence (MLBDBI)",conferencia,2994-2977,979-8-3503-5993-0,2023,True,ISBN
2022 IEEE 95th Vehicular Technology Conference: (VTC2022-Spring),conferencia,2577-2465,978-1-6654-8243-1,2022,True,ISBN
"2021 15th International Conference on Advanced Technologies, Systems and Services in Telecommunications (TELSIKS)",conferencia,,978-1-6654-4442-2,2021,True,ISBN
2019 IEEE International Conference on Big Data (Big Data),conferencia,,978-1-7281-0858-2,2019,True,ISBN
"2015 International Conference on Intelligent Transportation, Big Data and Smart City",conferencia,,978-1-5090-0464-5,2015,True,ISBN
2019 2nd International Conference on Safety Produce Informatization (IICSPI),conferencia,,978-1-7281-4566-2,2019,True,ISBN
"2023 International Conference on Computers, Information Processing and Advanced Education (CIPAE)",conferencia,,979-8-3503-4271-0,2023,True,ISBN
2023 International Conference on Information Technology (ICIT),conferencia,2831-3399,979-8-3503-2006-0,2023,True,ISBN
IEEE Transactions on Fuzzy Systems,periodico,1941-0034,,2018,True,ISSN
2019 IEEE World Congress on Services (SERVICES),conferencia,2642-939X,978-1-7281-3851-0,2019,True,ISBN
"2024 3rd International Conference on Energy, Power and Electrical Technology (ICEPET)",conferencia,,979-8-3503-5265-8,2024,True,ISBN
2016 International Conference on Innovation and Challenges in Cyber Security (ICICCS-INBUSH),conferencia,,978-1-5090-2084-3,2016,True,ISBN
2020 International Conference of Digital Transformation and Innovation Technology (Incodtrin),conferencia,,978-1-6654-2319-9,2020,True,ISBN
2017 IEEE AFRICON,conferencia,2153-0033,978-1-5386-2775-4,2017,True,ISBN
2015 3rd International Conference on Future Internet of Things and Cloud,conferencia,,978-1-4673-8103-1,2015,True,ISBN
"2021 Eighth International Conference on Social Network Analysis, Management and Security (SNAMS)",conferencia,,978-1-6654-9495-3,2021,True,ISBN
"2023 International Conference on Electrical, Computer and Energy Technologies (ICECET)",conferencia,,979-8-3503-2781-6,2023,True,ISBN
2020 3rd International Conference on Information and Computer Technologies (ICICT),conferencia,,978-1-7281-7283-5,2020,True,ISBN
2020 5th International Conference on Cloud Computing and Artificial Intelligence: Technologies and Applications (CloudTech),conferencia,,978-1-7281-6175-4,2020,True,ISBN
2020 IEEE Sixth International Conference on Big Data Computing Service and Applications (BigDataService),conferencia,,978-1-7281-7022-0,2020,True,ISBN
"2022 IEEE 46th Annual Computers, Software, and Applications Conference (COMPSAC)",conferencia,0730-3157,978-1-6654-8810-5,2022,True,ISBN
"2020 IEEE International Conference on Technology, Engineering, Management for Societal impact using Marketing, Entrepreneurship and Talent (TEMSMET)",conferencia,,978-1-6654-0482-2,2020,False,
2014 International Conference on Collaboration Technologies and Systems (CTS),conferencia,,978-1-4799-5158-1,2014,True,TITULO_FUZZY_ANO(97)
2022 IEEE International Conference on Big Data (Big Data),conferencia,,978-1-6654-8045-1,2022,True,ISBN
2019 14th International Conference on Computer Science & Education (ICCSE),conferencia,2473-9464,978-1-7281-1846-8,2019,True,TITULO_FUZZY_ANO(97)
"2022 13th International Conference on Information, Intelligence, Systems & Applications (IISA)",conferencia,,978-1-6654-6390-4,2022,True,ISBN
2018 IEEE EMBS International Conference on Biomedical & Health Informatics (BHI),conferencia,,978-1-5386-2405-0,2018,True,ISBN
"2016 International Conference on Computing, Analytics and Security Trends (CAST)",conferencia,,978-1-5090-1338-8,2016,True,ISBN
2023 6th International Conference on Artificial Intelligence and Big Data (ICAIBD),conferencia,2769-3554,978-1-6654-9125-9,2023,True,ISBN
2019 International Conference on Robots & Intelligent System (ICRIS),conferencia,,978-1-7281-2632-6,2019,True,ISBN
"2018 15th International Symposium on Pervasive Systems, Algorithms and Networks (I-SPAN)",conferencia,2375-527X,978-1-5386-8534-1,2018,True,ISBN
"2025 IEEE 3rd International Conference on Sensors, Electronics and Computer Engineering (ICSECE)",conferencia,,979-8-3315-0356-7,2025,True,ISBN
2022 7th International Conference on Big Data Analytics (ICBDA),conferencia,,978-1-6654-7938-7,2022,True,ISBN
2016 International Conference on Electrical and Information Technologies (ICEIT),conferencia,,978-1-4673-8469-8,2016,True,ISBN
2015 IEEE Fifth International Conference on Big Data and Cloud Computing,conferencia,,978-1-4673-7183-4,2015,True,ISBN
"2025 IEEE 7th Advanced Information Management, Communicates, Electronic and Automation Control Conference (IMCEC)",conferencia,2693-2776,979-8-3315-1355-9,2025,True,ISBN
"2022 International Conference on Advances in Computing, Communication and Applied Informatics (ACCAI)",conferencia,,978-1-6654-9529-5,2022,True,ISBN
"2015 6th International Conference on Computing, Communication and Networking Technologies (ICCCNT)",conferencia,,978-1-4799-7984-4,2015,True,ISBN
2025 4th International Symposium on Computer Applications and Information Technology (ISCAIT),conferencia,,979-8-3315-4285-6,2025,True,ISBN
2017 IEEE Symposium on Computers and Communications (ISCC),conferencia,,978-1-5386-1629-1,2017,True,ISBN
"2016 39th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)",conferencia,,978-953-233-086-1,2016,False,
2024 Portland International Conference on Management of Engineering and Technology (PICMET),conferencia,2159-5100,978-1-890843-45-8,2024,True,ISBN
2017 International Conference on Cyber-Enabled Distributed Computing and Knowledge Discovery (CyberC),conferencia,,978-1-5386-2209-4,2017,True,ISBN
2021 5th Annual International Conference on Data Science and Business Analytics (ICDSBA),conferencia,,978-1-6654-4590-0,2021,True,ISBN
2019 Computer Science and Information Technologies (CSIT),conferencia,,978-1-7281-2858-0,2019,True,ISBN
2023 IEEE International Workshop on Metrology for Living Environment (MetroLivEnv),conferencia,,978-1-6654-5693-7,2023,True,ISBN
IEEE Latin America Transactions,periodico,1548-0992,,2020,True,ISSN
2022 IEEE 8th International Conference on Computer and Communications (ICCC),conferencia,,978-1-6654-5051-5,2022,True,ISBN
"2022 International Conference and Utility Exhibition on Energy, Environment and Climate Change (ICUE)",conferencia,,979-8-3503-3326-8,2022,True,ISBN
IEEE Transactions on Smart Grid,periodico,1949-3061,,2017,True,ISSN
2018 International Conference on Information and Communication Technology Convergence (ICTC),conferencia,2162-1233,978-1-5386-5041-7,2018,True,ISSN_SERIE
"2017 17th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing (CCGRID)",conferencia,,978-1-5090-6611-7,2017,False,
"2021 International Conference on Data Science, Artificial Intelligence, and Business Analytics (DATABIA)",conferencia,,978-1-6654-2680-0,2021,True,ISBN
2023 18th Iberian Conference on Information Systems and Technologies (CISTI),conferencia,2166-0727,978-989-33-4792-8,2023,True,ISBN
"2018 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",conferencia,2577-1655,978-1-5386-6650-0,2018,True,ISBN
2023 9th International Conference on Advanced Computing and Communication Systems (ICACCS),conferencia,2575-7288,979-8-3503-9737-6,2023,True,ISBN
2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),conferencia,,978-1-6654-3789-9,2022,True,ISBN
"2022 First International Conference on Electrical, Electronics, Information and Communication Technologies (ICEEICT)",conferencia,,978-1-6654-3647-2,2022,True,ISBN
2014 IEEE 6th International Conference on Cloud Computing Technology and Science,conferencia,,978-1-4799-4093-6,2014,True,ISBN
2018 IEEE International Conference on Applied System Invention (ICASI),conferencia,,978-1-5386-4342-6,2018,True,ISBN
2021 28th Asia-Pacific Software Engineering Conference (APSEC),conferencia,2640-0715,978-1-6654-3784-4,2021,True,ISBN
2024 International Conference on Advanced Technologies for Communications (ATC),conferencia,2162-1039,979-8-3503-5398-3,2024,True,ISBN
"2024 Second International Conference on Networks, Multimedia and Information Technology (NMITCON)",conferencia,,979-8-3503-7289-2,2024,True,ISBN
2023 IEEE 15th International Conference on Computational Intelligence and Communication Networks (CICN),conferencia,2472-7555,979-8-3503-2443-3,2023,True,ISBN
2013 IEEE International Congress on Big Data,conferencia,2379-7703,978-0-7695-5006-0,2013,False,
"2021 29th Euromicro International Conference on Parallel, Distributed and Network-Based Processing (PDP)",conferencia,2377-5750,978-1-6654-1455-5,2021,True,ISBN
2023 2nd International Conference for Innovation in Technology (INOCON),conferencia,,979-8-3503-2092-3,2023,True,ISBN
2023 World Conference on Communication & Computing (WCONF),conferencia,,979-8-3503-1120-4,2023,True,ISBN
2016 IEEE 4th International Conference on Future Internet of Things and Cloud Workshops (FiCloudW),conferencia,,978-1-5090-3946-3,2016,True,ISBN
2024 XIV Brazilian Symposium on Computing Systems Engineering (SBESC),conferencia,2324-7894,979-8-3315-0900-2,2024,True,ISBN
2023 International Conference on IT Innovation and Knowledge Discovery (ITIKD),conferencia,,978-1-6654-6372-0,2023,True,ISBN
"2016 International Conference on Computation of Power, Energy Information and Commuincation (ICCPEIC)",conferencia,,978-1-5090-0901-5,2016,True,ISBN
2016 International Conference on High Performance Computing & Simulation (HPCS),conferencia,,978-1-5090-2088-1,2016,True,ISBN
2021 IEEE 3rd International Conference on Advanced Trends in Information Theory (ATIT),conferencia,,978-1-6654-3847-6,2021,False,
"2020 13th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics (CISP-BMEI)",conferencia,,978-0-7381-0545-1,2020,True,ISBN
2023 IEEE/ACM 20th International Conference on Mining Software Repositories (MSR),conferencia,2574-3864,979-8-3503-1184-6,2023,True,ISBN
2024 International Conference on AI x Data and Knowledge Engineering (AIxDKE),conferencia,2831-7203,979-8-3315-1704-5,2024,True,ISBN
2017 International Artificial Intelligence and Data Processing Symposium (IDAP),conferencia,,978-1-5386-1880-6,2017,True,ISBN
2018 IEEE 12th International Conference on Semantic Computing (ICSC),conferencia,,978-1-5386-4408-9,2018,False,
"2022 4th International Conference on Machine Learning, Big Data and Business Intelligence (MLBDBI)",conferencia,,979-8-3503-3394-7,2022,True,ISBN
2021 2nd International Conference on Big Data Economy and Information Management (BDEIM),conferencia,,978-1-6654-8288-2,2021,True,ISBN
2018 26th International Conference on Geoinformatics,conferencia,2161-0258,978-1-5386-7619-6,2018,True,ISBN
IEEE Open Journal of Intelligent Transportation Systems,periodico,2687-7813,,2024,True,ISSN
